#redshift fsigma error
0.05 0.45467731537879486 0.14385990258585069
0.15000000000000002 0.474299943712783 0.05710571322301907
0.25000000000000006 0.48644301048280525 0.03667780299040352
0.35000000000000003 0.4921548023141615 0.0283481166132957
0.45000000000000007 0.49268963682774364 0.029364302354933522
0.5500000000000002 0.48922292902684705 0.02524390313778531
0.6500000000000001 0.48274626598430553 0.022544250621467067
0.7500000000000002 0.4740727267899369 0.02057475634268326
0.8500000000000002 0.4639399695618445 0.01920711473986036
0.9500000000000002 0.4527490830097997 0.01897018657811061
1.0500000000000003 0.4410689492902473 0.021038988881144794
1.1500000000000004 0.42915831244498615 0.011072284461080644
1.2500000000000002 0.4171660728910772 0.010929751109746224
1.3500000000000003 0.4052986115413882 0.01090253265046334
1.4500000000000004 0.3937150515084094 0.011024021442235464
1.5500000000000003 0.3823924883631417 0.012771909111328932
1.6500000000000004 0.3714156617182576 0.027113343305432802
1.7500000000000004 0.3608470296696221 0.027676967175660018
1.8500000000000003 0.35073081019145436 0.02865470719264182
1.9500000000000004 0.34095542447966365 0.029526739759938872
2.0500000000000003 0.3315427864837974 0.031761798945147794
