#redshift fsigma error
0.05 0.4473226492658938 0.1415328862277288
0.15000000000000002 0.4673002441699736 0.056262949398064824
0.25000000000000006 0.4799746022080773 0.03619008500648903
0.35000000000000003 0.4863060207864602 0.028011226797300105
0.45000000000000007 0.48748496816290454 0.02905410410250911
0.5500000000000002 0.4846416204051091 0.025007507612903632
0.6500000000000001 0.47874598444919303 0.022357437473777317
0.7500000000000002 0.47059860854264846 0.020423979610750945
0.8500000000000002 0.46092963752975785 0.019082486993731974
0.9500000000000002 0.4501468018074708 0.01886115099573303
1.0500000000000003 0.4388171086915579 0.02093157608458731
1.1500000000000004 0.4272071636249919 0.011021944821524791
1.2500000000000002 0.4154735863526887 0.010885407962440445
1.3500000000000003 0.4038273359640886 0.010862955337433984
1.4500000000000004 0.3924321729030549 0.010988100841285535
1.5500000000000003 0.3812715367906042 0.01273446932880618
1.6500000000000004 0.37043360697906186 0.027041653309471517
1.7500000000000004 0.3599839702128646 0.02761077051532671
1.8500000000000003 0.34996965041947087 0.02859252043927077
1.9500000000000004 0.34028274069271136 0.029468485343988805
2.0500000000000003 0.33094691779922136 0.03170471472516541
