#redshift fsigma error
0.05 0.46268128439744993 0.14639235838335318
0.15000000000000002 0.48071257087570896 0.057877793533435355
0.25000000000000006 0.4915097451205742 0.037059834782091294
0.35000000000000003 0.4961330499403489 0.0285772636765641
0.45000000000000007 0.4958075608059915 0.02955013062403709
0.5500000000000002 0.4916728700358439 0.025370320093849544
0.6500000000000001 0.4846783814429779 0.02263448041338707
0.7500000000000002 0.47560453912448103 0.020641236998002476
0.8500000000000002 0.46516420267854286 0.01925779799089167
0.9500000000000002 0.4537334005231912 0.019011429481921714
1.0500000000000003 0.44186798228583546 0.02107710275503435
1.1500000000000004 0.4298125458321483 0.011089163682469426
1.2500000000000002 0.4177056603140423 0.010943888300227909
1.3500000000000003 0.40574714120647554 0.010914598098454192
1.4500000000000004 0.3940909558509819 0.011034546763827494
1.5500000000000003 0.38270952903084604 0.012782498269630259
1.6500000000000004 0.37168480020111394 0.027132990414681316
1.7500000000000004 0.36107701551109883 0.02769460708970128
1.8500000000000003 0.3509286506496957 0.028670870758080138
1.9500000000000004 0.3411263894526721 0.029541545326601405
2.0500000000000003 0.3316912033191273 0.0317760172779724
