#redshift fsigma error
0.05 0.3556975332996086 0.11254269953599617
0.15000000000000002 0.37599015999947627 0.045269215263936936
0.25000000000000006 0.3905980425382245 0.02945109240738213
0.35000000000000003 0.40000792142925623 0.023040456274325157
0.45000000000000007 0.4050080227384011 0.024138478155208705
0.5500000000000002 0.4063923240135982 0.020969843919101668
0.6500000000000001 0.40491606316239176 0.018909580149683695
0.7500000000000002 0.4012124895924984 0.01741262204831443
0.8500000000000002 0.3958646854192593 0.016388797976357332
0.9500000000000002 0.38925730757508015 0.01630988118739586
1.0500000000000003 0.3818516250194686 0.018214322513428652
1.1500000000000004 0.3739127579999137 0.009646949156397773
1.2500000000000002 0.3656125998825186 0.009579050116921988
1.3500000000000003 0.35715064968232413 0.00960735247645452
1.4500000000000004 0.34868863636645825 0.009763281818260831
1.5500000000000003 0.34024799327042116 0.011364282975232065
1.6500000000000004 0.33192199494060964 0.0242303056306645
1.7500000000000004 0.323784275200546 0.024834253907881874
1.8500000000000003 0.31589179979123433 0.025808360042943845
1.9500000000000004 0.3081756075660949 0.02668800761522382
2.0500000000000003 0.30066715329240407 0.02880391328541231
