#redshift fsigma error
0.05 0.3982295221707312 0.12599982081481936
0.15000000000000002 0.4184929768966354 0.05038655441835489
0.25000000000000006 0.4323342826235234 0.03259800490981366
0.35000000000000003 0.4404393487790558 0.025369306489673612
0.45000000000000007 0.4437735015951969 0.026448900695073732
0.5500000000000002 0.4432829246274674 0.022873398910777318
0.6500000000000001 0.43982304381087106 0.02053973614596768
0.7500000000000002 0.4341063852846912 0.0188402171213556
0.8500000000000002 0.4267864588982979 0.01766895939838953
0.9500000000000002 0.41826163127927674 0.017525162350601697
1.0500000000000003 0.4090444436367359 0.019511419961472303
1.1500000000000004 0.39940311307082255 0.01030460031722722
1.2500000000000002 0.389504327147974 0.010205013371276918
1.3500000000000003 0.37955445514847996 0.010210014843494111
1.4500000000000004 0.36971751063156466 0.01035209029768381
1.5500000000000003 0.35999818369434616 0.01202393933539116
1.6500000000000004 0.35048821787100815 0.025585639904583592
1.7500000000000004 0.3412581956478183 0.02617450360618766
1.8500000000000003 0.332361025125969 0.027153895752791667
1.9500000000000004 0.32370981310242286 0.02803326981466982
2.0500000000000003 0.31533272215734287 0.03020887478267345
