#redshift fsigma error
0.05 0.5411190124832082 0.17121005554968707
0.15000000000000002 0.5623109560536664 0.06770223910886143
0.25000000000000006 0.5746510351431605 0.043328688049794305
0.35000000000000003 0.5794020757842712 0.033373559565174016
0.45000000000000007 0.578056653335816 0.03445217653881463
0.5500000000000002 0.5720271208959585 0.029516599438231463
0.6500000000000001 0.5624924902752831 0.026268399295855723
0.7500000000000002 0.5504318791998591 0.023888743557273884
0.8500000000000002 0.5367465433861025 0.02222130689618464
0.9500000000000002 0.5219040646881752 0.021867780310434543
1.0500000000000003 0.506610580666417 0.02416532469778809
1.1500000000000004 0.4911694353568656 0.012672171432207134
1.2500000000000002 0.4757504595948646 0.012464662041385452
1.3500000000000003 0.4606019341659533 0.012390192029064145
1.4500000000000004 0.44591216628667213 0.01248554065602682
1.5500000000000003 0.431640265986934 0.014416784883963595
1.6500000000000004 0.4178834059960838 0.03050548863771412
1.7500000000000004 0.40471046899050195 0.0310412929715715
1.8500000000000003 0.3921673811338212 0.032040075038633195
1.9500000000000004 0.38010809309182114 0.03291736086175171
2.0500000000000003 0.36855332714271144 0.03530740874027176
