#redshift fsigma error
0.05 0.44471560193955906 0.14070801645367648
0.15000000000000002 0.4627881673309554 0.05571969534664703
0.25000000000000006 0.47381010623102876 0.03572528200981957
0.35000000000000003 0.47878498959451704 0.027578015400644182
0.45000000000000007 0.47889461083372303 0.02854211880568989
0.5500000000000002 0.4752442779082791 0.024522604740067205
0.6500000000000001 0.4687625634658355 0.021891211713854518
0.7500000000000002 0.460213442708552 0.019973263413551157
0.8500000000000002 0.4502942062812179 0.01864218014004242
0.9500000000000002 0.439378998105212 0.018409980020608386
1.0500000000000003 0.4280106536500856 0.020416108179109084
1.1500000000000004 0.41643281305329505 0.010743966576775012
1.2500000000000002 0.40478504851988545 0.010605368271221
1.3500000000000003 0.39326442832769987 0.010578813122015127
1.4500000000000004 0.38202312401101507 0.01069664747230842
1.5500000000000003 0.3710374257593884 0.012392650020363574
1.6500000000000004 0.3603885888731689 0.026308366987741326
1.7500000000000004 0.35013656287347056 0.02685547437239519
1.8500000000000003 0.34032382427404423 0.02780445644318941
1.9500000000000004 0.33084188150582516 0.02865090693840446
2.0500000000000003 0.3217118303329919 0.030819993345900625
