#redshift fsigma error
0.05 0.4562243036004713 0.14434936965918913
0.15000000000000002 0.47272852364849016 0.05691651424727821
0.25000000000000006 0.48228099221872583 0.03636398681329193
0.35000000000000003 0.485947090254484 0.02799055239865828
0.45000000000000007 0.4849226263312345 0.028901388529341578
0.5500000000000002 0.4803110792354843 0.02478405168855099
0.6500000000000001 0.47301955134703755 0.022090013047906653
0.7500000000000002 0.46379309671111657 0.02012862039726246
0.8500000000000002 0.4533135434385877 0.01876718069835753
0.9500000000000002 0.44193012515174573 0.01851687224385815
1.0500000000000003 0.4301763412826309 0.02051941147918149
1.1500000000000004 0.4182791262199273 0.010791601456474125
1.2500000000000002 0.40636453260160843 0.010646750754162142
1.3500000000000003 0.3946212731985236 0.010615312249040285
1.4500000000000004 0.38319426157287856 0.0107294393240406
1.5500000000000003 0.3720517615008423 0.012426528834128132
1.6500000000000004 0.36127047142572183 0.026372744414077692
1.7500000000000004 0.35090645545362453 0.026914525133293003
1.8500000000000003 0.34099890598845495 0.02785961061925677
1.9500000000000004 0.3314354548671284 0.02870231039149332
2.0500000000000003 0.32223525576441425 0.030870137502230888
